CustomerID,total_compras
14936,8137.02
16672,8134.94
13854,8109.52
14952,8099.49
18109,8052.97
14796,8022.49
12428,7956.46
15290,7943.22
14849,7930.54
12757,7857.1
17811,7837.73
13093,7832.47
12435,7829.89
13629,7792.36
15044,7700.23
15194,7616.53
18172,7561.68
13263,7454.07
12474,7375.79
12980,7374.9
15465,7354.62
17396,7330.8
12583,7281.38
13018,7277.7
18229,7276.9
16923,7247.61
16729,7239.92
16745,7194.3
16873,7123.62
13324,7121.95
13985,7060.13
14961,7044.68
12766,6989.63
12798,6977.04
12989,6924.11
16713,6923.13
13027,6912.0
16187,6911.44
17416,6893.42
12705,6868.29
12476,6816.42
12830,6814.64
15023,6802.76
18055,6784.19
15601,6776.56
16652,6773.97
16532,6748.8
13576,6717.34
16746,6697.66
15249,6688.46
16353,6675.71
17338,6643.93
12626,6620.48
16182,6617.65
15144,6580.44
12472,6572.11
16814,6509.1
12431,6487.45
18223,6484.54
15694,6479.4
13225,6463.84
13102,6424.09
13871,6403.25
12359,6372.58
13668,6363.59
13709,6328.05
15005,6316.57
17315,6292.26
16126,6287.77
14057,6217.96
12357,6207.67
14060,6140.42
13418,6127.43
17509,6115.14
15939,6115.01
14735,6065.69
12637,6021.9
13097,6010.42
13316,5977.73
14101,5976.79
15382,5955.71
14505,5905.64
14415,5900.28
14944,5900.25
13209,5891.61
13534,5870.08
13050,5836.86
12720,5781.73
15218,5756.89
17686,5739.46
13178,5725.47
16553,5719.82
13468,5704.97
14110,5683.15
14049,5681.72
17049,5659.98
17716,5655.99
13004,5655.91
18118,5653.82
14688,5630.87
17757,5605.29
12481,5596.32
12839,5591.42
16767,5580.6
16161,5575.56
12539,5568.35
15805,5528.48
18225,5509.12
16609,5493.46
16985,5464.12
16265,5447.0
18198,5425.56
12490,5417.93
17809,5411.91
16701,5398.3
17719,5396.04
17850,5391.21
16303,5360.63
13269,5346.23
15150,5314.47
17730,5298.48
17061,5232.23
18226,5228.05
12362,5226.23
15046,5213.77
16258,5203.51
13756,5189.52
16191,5180.52
15727,5178.96
17858,5155.66
13599,5153.67
15903,5126.76
13941,5112.96
17602,5102.97
16700,5076.55
14562,5074.77
15301,5070.35
13139,5064.94
12432,5059.32
15719,5045.61
17426,5037.26
14329,5014.84
14755,5010.28
12444,5005.46
15032,4959.1
15547,4954.84
12437,4951.41
12700,4939.99
15786,4932.2
14709,4921.04
17133,4892.24
12664,4881.88
12688,4873.81
14292,4871.93
17652,4867.72
15738,4812.42
13013,4810.94
15555,4805.17
17365,4801.56
15298,4799.9
15187,4777.18
17690,4757.95
12955,4757.16
14180,4748.52
15152,4745.69
16722,4730.81
12714,4708.86
14159,4693.01
14135,4690.31
14191,4684.76
15291,4668.3
14189,4654.08
14390,4652.82
14286,4628.75
16931,4604.22
13802,4599.42
15093,4597.02
14004,4582.64
17613,4559.15
17068,4552.14
12484,4541.72
13267,4521.49
15299,4507.01
17975,4488.81
12524,4485.72
14426,4481.67
16984,4481.35
17364,4481.18
12627,4478.53
14085,4448.54
14534,4447.05
13069,4436.12
15955,4416.26
16626,4413.1
15874,4405.88
12712,4396.13
13505,4393.63
12752,4366.78
16945,4345.5
14016,4341.21
14800,4339.74
14525,4332.2
17567,4331.48
18251,4314.72
12347,4310.0
15034,4308.61
17937,4301.22
14422,4263.64
12500,4257.82
17419,4226.57
14277,4216.2
15804,4206.39
17920,4204.1
15971,4199.85
12747,4196.01
14146,4191.0
18041,4183.39
12949,4167.22
15570,4165.52
16549,4154.64
13384,4151.93
13555,4149.28
13988,4147.96
15514,4139.46
12569,4124.69
16592,4113.68
17940,4106.44
17377,4100.92
16401,4098.32
16670,4095.9
12749,4090.88
14092,4076.91
12449,4067.29
18087,4055.72
14401,4051.48
12656,4051.17
12867,4036.82
13815,4027.36
12841,4022.35
12957,4017.54
12378,4008.62
14547,4007.54
16186,4006.94
17769,3997.98
15529,3995.23
17001,3989.57
15416,3984.32
17611,3984.22
12779,3981.36
12727,3980.7
14299,3965.62
13523,3964.88
13183,3957.78
17651,3945.0
12473,3938.55
17593,3927.34
14739,3902.28
13999,3901.81
14291,3883.25
18073,3877.52
13124,3866.33
15195,3861.0
16717,3858.38
12662,3849.78
16327,3844.22
13266,3834.26
17091,3827.76
15867,3812.64
12755,3811.95
12597,3811.22
13435,3809.89
12668,3807.15
16145,3799.49
16655,3794.52
16168,3787.6
16019,3786.24
12562,3781.74
17173,3766.6
16904,3754.27
12429,3750.4
17238,3744.65
14145,3742.2
13552,3740.07
16570,3738.4
15808,3734.97
14282,3729.34
12502,3723.87
12647,3722.82
13680,3722.42
16240,3718.8
14364,3717.35
15845,3711.77
15622,3709.56
13148,3707.12
17819,3704.87
15379,3703.29
12553,3692.28
16253,3683.86
15581,3679.97
15296,3672.86
18079,3651.97
13137,3650.41
12417,3649.1
16712,3645.43
13426,3641.32
12619,3641.24
16440,3640.67
13381,3639.31
17230,3638.41
14543,3630.33
17528,3628.5
13327,3627.77
13520,3624.35
17576,3622.68
14040,3614.92
13082,3613.63
15505,3610.96
15113,3609.33
16242,3603.21
15484,3594.31
14132,3586.03
17203,3563.85
17491,3558.87
15544,3546.71
12370,3545.69
14503,3543.26
13448,3539.37
13334,3536.82
12454,3528.34
17160,3518.03
13953,3515.68
16360,3512.53
14395,3507.71
16131,3506.54
14907,3501.1
16458,3482.74
13993,3466.36
13014,3466.28
17758,3456.7
15410,3450.84
13536,3448.29
15129,3447.4
15974,3442.15
17725,3439.08
15676,3435.76
14221,3432.8
12406,3415.3
15981,3408.48
13437,3408.06
17669,3406.72
13198,3401.24
15228,3386.71
13842,3385.62
15708,3364.24
16011,3362.71
14227,3350.96
16818,3349.57
16607,3347.71
17183,3347.31
13015,3346.28
12643,3344.64
12613,3344.38
12594,3338.22
16556,3313.79
13373,3312.25
14841,3295.76
14702,3292.14
15632,3285.31
12480,3281.63
15764,3279.97
17723,3276.4
13952,3251.07
13047,3237.54
15443,3236.91
17050,3228.84
14175,3222.3
13880,3219.77
13268,3214.69
14388,3212.84
16107,3204.16
17220,3198.25
13868,3192.54
17685,3191.53
13758,3190.55
14844,3189.81
12456,3181.04
17672,3178.17
17231,3174.32
16837,3170.98
16041,3166.4
15861,3165.36
17863,3160.0
15065,3158.13
14235,3144.86
13742,3131.02
16156,3122.04
13685,3119.44
16326,3110.96
16678,3109.99
13869,3104.95
14099,3104.17
16905,3102.43
15491,3100.09
14257,3099.72
14565,3099.12
13135,3096.0
17059,3095.04
13362,3090.74
15998,3089.97
16218,3084.68
18272,3078.58
12910,3075.04
13631,3070.42
16686,3062.83
14456,3062.4
17799,3055.93
16940,3049.88
16393,3046.21
16709,3029.87
12598,3023.08
12395,3018.63
18094,3017.3
12754,3010.74
12916,3006.15
15521,3000.2
17659,2999.46
17504,2997.03
12670,2996.05
14307,2995.72
15687,2993.1
14639,2984.49
13451,2976.15
14032,2975.59
15854,2974.65
16497,2965.69
17924,2962.5
14868,2953.59
17084,2949.75
17444,2940.04
16316,2938.91
14530,2925.91
17512,2924.99
15606,2920.16
12906,2919.81
14112,2915.15
12438,2906.85
17644,2895.64
18144,2888.75
12408,2888.55
13735,2885.24
16633,2883.1
15673,2881.02
14251,2879.7
17728,2876.01
14005,2874.72
15628,2870.24
14711,2868.8
13901,2867.2
14535,2864.19
12685,2863.08
18145,2861.55
16928,2847.6
15984,2837.67
14852,2836.69
14572,2832.84
17596,2827.93
14842,2824.69
13174,2817.03
16871,2812.34
12356,2811.43
14903,2810.63
18230,2810.2
13230,2806.97
16081,2806.9
16764,2799.25
15993,2797.57
13769,2796.51
12578,2794.51
12758,2791.59
17739,2791.35
14626,2791.27
17213,2781.23
12388,2780.66
14121,2780.15
17838,2779.3
13870,2770.94
15356,2766.5
15114,2760.56
14854,2759.83
13971,2758.26
15321,2748.31
12669,2744.03
14808,2741.17
14125,2740.43
15696,2736.46
16938,2736.38
16003,2735.37
12840,2726.77
12380,2724.81
12708,2712.91
15796,2711.56
17069,2709.7
13285,2709.12
13654,2707.33
14107,2703.23
14732,2702.49
18097,2697.8
17386,2686.42
12625,2683.82
17346,2676.56
13883,2674.48
14713,2666.36
12360,2662.06
14439,2661.24
15671,2657.13
12721,2656.13
13851,2651.46
16618,2647.59
18260,2643.2
13658,2639.17
17655,2638.94
15752,2637.38
13804,2635.79
13771,2634.45
12520,2634.26
17402,2633.85
18077,2633.01
13422,2626.3
13644,2624.26
17965,2622.57
18210,2621.38
16255,2619.91
14262,2618.23
13021,2616.38
15782,2614.74
14397,2612.96
12836,2612.86
18075,2611.75
12726,2609.1
16241,2607.87
13136,2607.61
14408,2606.53
13983,2603.43
17317,2600.34
12600,2599.04
16919,2596.45
13895,2593.07
14243,2588.77
15033,2586.67
13911,2580.91
14546,2578.09
16912,2575.38
15485,2575.0
18245,2567.06
16308,2560.0
15572,2552.86
14334,2552.21
14701,2549.37
14676,2548.24
13344,2543.72
14776,2538.3
17700,2534.64
13471,2531.58
14659,2529.93
17314,2527.92
13975,2526.28
17449,2520.86
13394,2520.02
15245,2515.84
15271,2507.07
12352,2506.04
13695,2504.13
12517,2502.84
15932,2495.87
16477,2494.46
12483,2484.98
12913,2483.63
16710,2483.04
14315,2481.13
13507,2479.16
13588,2478.95
17682,2474.33
17188,2474.23
14766,2473.37
14502,2470.67
17164,2467.35
12455,2466.86
15750,2465.48
17131,2463.17
13784,2462.79
15674,2446.6
14163,2445.91
15527,2429.78
17071,2429.03
13949,2427.32
16143,2424.94
17722,2424.04
15089,2420.84
15373,2415.91
12397,2409.9
17589,2404.17
15980,2398.86
18065,2392.83
13141,2388.75
15370,2386.05
17530,2385.0
14493,2383.24
14554,2381.04
14239,2380.85
15270,2379.49
13722,2375.41
17434,2373.82
14930,2372.86
13908,2369.55
15755,2364.25
12457,2363.23
17634,2361.97
14030,2360.09
14440,2357.68
15140,2354.25
14309,2352.53
12704,2340.84
18259,2338.6
12584,2338.15
18257,2337.63
17954,2332.72
15281,2332.15
12782,2330.92
15785,2328.97
17313,2328.84
17744,2322.4
17211,2317.22
14290,2314.65
15365,2314.32
13994,2313.14
13704,2308.06
15288,2306.52
16735,2300.56
16550,2298.97
15105,2298.93
13115,2294.78
15704,2293.62
12615,2291.19
13527,2287.51
17696,2285.71
12684,2283.63
16782,2279.9
13317,2273.68
17768,2273.18
14466,2272.4
13700,2265.12
16057,2263.12
16209,2262.62
14432,2255.51
16293,2248.99
17442,2248.56
15235,2247.51
16771,2246.81
15665,2242.01
14211,2241.1
16743,2238.09
14560,2237.77
14700,2235.3
16076,2234.73
15834,2233.75
18242,2232.49
14226,2232.19
14825,2226.91
17591,2225.97
12783,2225.91
13365,2225.37
15722,2222.56
15811,2218.62
12876,2218.02
12653,2209.85
13862,2209.36
15797,2207.4
15179,2206.95
13831,2202.99
17406,2200.42
15123,2199.31
16628,2188.05
15394,2183.54
14341,2182.28
12856,2179.93
12909,2178.67
12501,2169.39
12633,2163.98
13755,2161.35
12935,2160.7
16456,2158.37
14407,2157.73
16379,2157.4
13224,2155.95
16966,2154.97
17272,2148.63
14828,2139.76
12560,2134.01
17400,2129.96
13517,2128.42
14360,2128.23
16407,2126.93
14640,2125.08
15058,2124.99
13632,2121.27
18061,2119.41
18008,2116.19
14691,2114.33
13265,2107.66
18173,2106.84
18093,2106.52
14461,2103.06
14515,2102.09
17861,2100.8
15815,2100.6
13126,2099.64
12610,2099.54
16875,2095.53
17191,2095.13
18283,2094.88
14306,2093.32
13571,2092.32
17490,2092.32
13297,2089.85
18044,2088.6
14810,2087.88
16954,2085.08
18231,2083.27
14696,2078.95
14209,2073.43
18241,2073.09
18219,2069.77
14482,2068.15
12948,2064.95
12928,2062.7
16281,2062.06
14409,2059.45
12518,2056.89
17667,2055.51
14188,2054.36
16150,2053.02
17086,2050.08
17612,2048.45
14232,2048.07
17625,2047.0
13495,2044.87
17597,2044.37
17090,2043.95
13450,2043.72
14001,2043.08
12585,2040.1
13593,2037.08
18069,2036.67
17846,2033.1
13630,2031.78
16409,2028.88
17337,2027.87
16358,2027.5
14544,2024.45
15341,2020.52
14506,2012.17
15531,2007.44
15372,2007.4
16098,2005.63
14730,2005.06
14217,2004.98
14462,2004.02
17082,2003.85
16754,2002.4
15493,2001.8
18188,2001.04
13305,2000.86
16698,1998.0
17827,1995.46
18204,1993.7
17679,1992.11
17088,1991.01
13246,1987.3
13590,1981.92
13725,1980.56
17422,1979.37
16341,1971.87
17997,1970.67
12674,1970.6
17790,1965.55
17218,1960.72
15351,1960.11
14498,1957.32
12853,1957.1
17554,1952.45
14533,1949.72
14653,1947.55
15814,1945.33
15518,1942.45
14418,1937.25
14472,1936.84
15864,1936.32
15157,1936.07
12528,1933.48
14655,1932.23
14978,1931.42
16983,1931.25
13094,1927.32
16942,1920.59
15021,1914.82
17368,1912.67
14285,1910.01
16426,1908.25
17228,1906.09
14210,1905.84
15819,1905.45
14250,1904.05
12762,1898.52
17463,1896.41
17870,1894.35
14934,1890.94
12371,1887.96
15641,1887.2
16170,1885.05
13890,1883.81
16128,1880.22
17738,1879.05
15367,1877.59
17293,1875.11
16986,1873.2
13982,1871.81
16474,1871.5
17469,1870.97
16841,1869.82
14524,1867.68
17787,1865.19
16201,1863.47
14887,1862.0
12423,1859.31
17873,1859.16
14305,1858.96
12963,1856.63
16979,1852.0
13421,1851.08
12383,1850.56
12381,1845.31
17519,1844.02
18180,1843.75
12950,1843.0
17015,1842.56
16102,1842.14
16455,1841.18
14113,1840.42
14216,1839.3
13924,1838.85
14459,1837.92
18287,1837.28
13650,1836.34
15827,1836.09
13048,1835.91
14665,1835.7
16152,1829.04
15203,1827.8
18122,1826.21
17702,1824.37
16153,1824.23
17705,1823.52
16169,1822.97
17828,1820.09
17629,1814.12
15260,1810.77
13481,1804.56
17663,1802.91
15812,1801.14
16249,1800.07
13562,1799.33
13196,1797.78
17750,1797.57
17648,1797.5
12348,1797.24
18235,1796.48
13134,1793.58
18179,1793.17
13510,1791.56
16719,1790.42
12523,1789.77
14215,1789.72
14621,1788.36
13875,1786.79
14608,1785.15
14935,1784.71
15050,1782.09
16380,1780.59
15220,1778.96
17092,1777.78
12645,1775.18
17754,1772.26
15594,1771.78
15473,1771.2
17813,1770.88
14387,1770.56
16681,1770.34
13456,1766.72
15950,1765.51
16751,1764.72
12424,1760.96
12823,1759.5
12349,1757.55
15241,1756.44
16359,1750.92
13564,1749.02
13808,1747.66
15067,1744.76
13157,1741.22
14595,1740.6
17930,1740.48
17353,1740.0
17457,1737.7
14673,1736.4
17043,1735.18
16791,1721.78
17451,1721.4
14834,1720.3
15267,1717.36
17162,1715.46
13763,1714.96
17147,1714.59
14441,1712.89
12405,1710.39
15947,1708.24
12407,1708.12
16902,1706.88
15240,1706.57
16398,1705.8
17282,1703.41
12843,1702.26
16007,1701.94
13184,1701.29
17193,1699.3
13824,1698.94
16775,1695.66
12764,1693.88
14245,1693.45
15549,1693.26
16813,1692.98
16671,1692.27
15380,1690.26
17152,1689.5
12635,1689.18
13162,1688.29
13577,1687.6
16638,1680.72
13647,1678.12
13149,1676.06
17656,1674.69
16115,1667.97
12912,1662.3
12530,1662.28
13012,1661.84
15214,1661.44
15024,1661.33
15332,1661.06
12967,1660.9
14045,1659.75
15953,1659.38
15826,1654.31
14573,1653.42
17284,1652.58
16711,1651.03
14837,1649.5
13750,1647.26
12657,1643.18
15002,1641.76
13627,1638.47
12398,1635.66
15122,1633.78
14164,1631.77
17673,1629.12
12377,1628.12
16515,1627.13
14759,1625.97
16987,1625.05
13425,1624.21
15172,1624.05
14937,1621.88
17101,1621.73
14178,1620.93
16801,1619.73
18161,1618.69
14336,1614.91
16992,1614.31
15791,1612.69
14312,1611.59
13614,1610.46
14918,1610.15
12868,1607.06
16817,1604.75
12947,1603.99
16466,1603.46
14719,1602.13
14587,1601.14
15660,1600.86
16496,1599.52
13850,1595.48
17837,1593.38
16332,1593.2
16676,1592.12
14970,1592.06
15611,1591.45
18178,1590.81
14442,1589.82
12393,1582.6
15532,1580.93
12607,1579.51
13814,1579.12
16889,1578.67
13186,1575.89
13634,1575.16
13659,1573.2
17671,1572.71
16283,1570.81
12865,1568.23
15906,1567.69
15111,1567.48
17085,1566.65
17204,1564.56
18239,1561.61
14038,1560.38
16394,1555.34
13313,1555.32
16369,1553.66
15620,1553.18
15117,1551.78
13320,1548.7
14229,1547.2
14704,1546.91
16790,1545.62
13397,1544.13
15701,1542.14
12818,1542.08
16365,1540.42
17159,1538.88
13849,1537.95
12877,1535.77
15392,1535.53
15625,1534.26
13107,1531.62
12759,1531.44
14321,1530.75
14567,1530.36
15916,1528.09
16244,1522.75
16434,1522.25
16066,1521.87
13764,1521.76
13213,1520.58
16880,1519.08
14267,1516.24
13791,1516.0
16748,1515.9
16053,1511.95
16910,1510.06
16279,1509.58
16016,1508.76
15265,1506.12
12937,1504.27
15530,1502.35
16762,1501.38
13810,1499.01
17571,1498.51
14414,1496.98
16755,1496.83
17002,1493.73
15057,1489.5
13110,1488.67
13692,1488.32
14963,1487.8
17553,1487.6
16395,1486.9
14878,1485.54
14758,1484.06
18016,1483.56
15427,1483.14
17590,1479.22
14403,1475.81
15983,1475.02
12826,1474.72
14404,1474.32
14246,1474.06
15128,1471.0
16348,1469.45
14875,1465.32
12882,1463.04
14233,1462.72
14541,1461.65
17063,1461.14
16059,1459.86
16996,1456.96
13309,1456.79
13477,1454.58
15987,1451.28
14740,1448.21
15426,1447.39
14591,1447.14
17073,1446.09
13717,1445.01
13461,1445.0
17175,1443.69
15478,1441.42
15858,1438.85
14071,1438.82
13159,1437.85
14566,1432.0
16503,1431.93
13475,1431.78
16103,1429.64
16271,1429.24
14035,1428.02
15681,1426.16
15106,1422.52
16463,1422.4
16571,1421.69
14019,1421.61
14901,1421.29
14443,1420.2
17288,1419.73
16173,1418.32
15444,1418.26
18116,1418.03
17856,1418.03
14649,1417.29
14748,1415.75
16012,1415.29
16245,1413.66
17004,1412.94
15237,1412.32
15596,1406.59
17083,1405.78
15563,1400.44
14741,1400.34
18202,1396.99
13995,1393.69
17354,1393.06
15810,1391.98
15051,1391.61
13414,1390.5
13516,1389.41
15898,1388.88
16539,1388.81
15453,1388.37
15134,1387.99
12952,1387.79
17676,1387.68
12775,1386.04
13308,1385.51
18167,1384.86
17311,1384.85
13572,1384.25
14507,1383.18
14116,1382.74
16389,1382.07
16726,1382.02
17621,1379.9
12886,1378.4
15569,1375.71
16669,1374.87
14434,1372.8
15095,1370.6
13813,1366.86
14897,1366.38
13396,1360.99
14102,1360.28
15411,1358.88
13232,1357.6
17054,1356.33
14064,1353.74
14859,1353.74
15116,1352.75
16079,1352.0
16493,1351.63
12770,1351.45
12646,1346.97
14154,1345.62
15398,1345.53
12463,1344.78
17372,1342.68
16317,1341.65
13743,1341.6
18177,1341.42
16045,1340.7
13501,1340.32
15734,1339.45
12620,1339.41
15059,1337.72
16110,1337.48
12919,1335.19
15680,1333.68
17932,1331.57
12676,1331.39
16295,1328.55
15146,1327.16
17633,1324.84
12854,1324.5
17095,1324.16
16370,1320.56
14794,1319.91
13168,1319.19
16083,1317.62
12526,1316.66
14921,1316.07
12576,1315.83
14511,1314.81
16464,1314.68
14738,1314.45
14973,1314.45
16040,1313.55
12364,1313.1
12516,1312.06
14856,1311.38
14477,1309.6
16120,1309.14
14047,1308.61
13328,1308.48
14297,1305.33
12507,1304.81
16744,1304.76
17919,1304.04
15813,1303.91
14898,1303.52
15108,1300.25
15494,1299.23
12488,1298.66
12372,1298.04
15602,1297.87
17961,1296.44
16929,1295.39
16224,1295.3
15621,1293.03
16101,1290.7
15171,1289.5
15136,1286.7
16949,1286.27
17350,1286.07
17802,1285.04
16899,1281.56
13878,1281.53
13538,1280.85
16951,1277.75
16692,1276.0
17019,1272.61
12394,1272.48
12630,1270.88
14669,1269.99
13492,1269.84
13431,1269.1
14916,1268.98
15199,1268.7
16660,1267.65
17037,1267.32
17158,1266.97
14105,1266.23
13989,1266.08
16842,1264.19
15497,1262.2
15009,1261.78
16688,1260.86
17388,1259.56
17412,1258.06
13151,1257.87
14931,1257.68
16639,1257.51
17481,1255.59
13848,1255.0
17262,1253.36
14698,1250.76
14383,1247.69
12689,1247.61
13029,1247.5
15004,1246.32
12494,1246.1
13860,1245.9
14428,1244.83
16531,1244.59
17584,1242.3
17588,1240.2
17731,1240.11
12985,1239.38
13476,1238.47
14893,1237.85
13931,1237.53
15201,1236.54
14684,1236.28
15376,1233.36
15910,1232.18
18080,1231.5
18171,1231.31
14913,1227.43
12997,1226.89
12412,1226.88
17774,1225.41
15841,1224.06
13208,1223.9
16794,1222.71
14745,1220.26
15227,1219.4
13491,1215.82
17410,1214.72
13055,1214.41
18263,1213.16
13918,1212.84
16653,1212.66
12464,1212.05
17653,1207.56
15737,1205.12
16800,1201.49
13158,1201.06
17320,1200.62
17800,1199.01
15605,1198.23
13118,1197.81
13211,1197.42
16042,1197.27
17867,1197.1
14487,1196.33
17720,1195.94
17526,1195.9
15145,1194.73
12611,1193.32
13882,1191.13
12462,1189.59
16612,1187.66
15630,1186.35
13752,1186.28
17058,1179.89
16950,1178.56
12885,1175.22
12640,1174.58
15306,1174.35
14857,1173.12
13611,1171.8
18168,1169.94
12358,1168.06
13500,1166.77
14737,1164.55
14261,1163.45
14447,1163.23
16714,1161.53
12546,1161.5
15088,1160.07
17348,1159.52
13499,1159.11
16184,1158.79
14723,1158.3
13744,1156.36
16637,1154.47
16062,1153.62
12710,1149.02
17505,1145.84
16766,1145.6
12769,1143.6
17770,1143.27
18125,1142.99
15985,1142.42
16270,1141.24
13330,1140.93
13819,1140.35
16172,1140.21
17135,1139.73
17500,1138.0
17302,1135.63
17242,1135.04
15489,1134.28
16989,1133.25
17585,1133.07
13282,1132.14
13772,1132.13
13310,1132.03
13610,1131.88
15500,1131.56
13447,1129.14
14824,1127.71
12609,1126.85
14708,1126.37
17470,1125.07
14129,1123.86
15436,1122.53
13486,1122.41
17562,1122.38
16807,1121.59
16086,1121.39
15730,1120.88
17894,1119.81
14276,1119.74
13064,1119.49
12842,1118.99
15716,1118.81
17788,1117.9
13591,1117.13
14971,1116.57
16350,1116.47
12679,1113.02
17609,1112.22
16049,1111.79
14161,1110.52
14817,1110.34
15069,1109.53
12399,1108.65
15933,1107.46
16833,1106.53
12857,1106.4
14410,1105.07
14948,1101.97
17047,1100.9
14744,1099.98
15978,1098.78
13104,1098.48
17966,1098.43
16225,1096.32
16533,1095.56
13652,1095.08
15745,1094.59
15608,1093.68
13521,1093.65
18189,1090.24
13853,1090.14
12534,1089.18
15763,1086.92
13467,1083.71
17041,1081.57
14561,1080.76
16200,1080.62
13726,1079.66
15197,1079.61
12354,1079.4
13715,1079.34
14352,1078.96
16980,1078.96
16094,1078.23
16563,1077.74
13131,1073.3
15712,1072.36
15238,1071.99
13635,1071.03
17522,1070.71
13761,1070.65
14212,1070.48
17214,1069.12
16918,1068.82
15027,1066.15
17277,1065.35
14488,1064.28
17287,1064.11
12951,1064.07
15801,1063.95
12936,1063.9
12815,1063.46
14411,1063.0
16214,1062.75
15996,1060.68
15706,1060.56
17727,1060.25
18130,1059.39
14465,1058.62
13455,1058.34
14419,1058.06
15407,1056.44
14514,1055.35
15977,1054.73
16728,1054.67
12716,1053.49
14583,1052.55
16416,1051.4
12849,1050.89
14224,1050.12
15329,1049.7
14078,1049.37
15464,1048.85
15839,1048.49
15777,1047.11
16520,1046.57
14293,1046.56
17042,1044.38
15192,1044.32
14389,1043.46
15073,1043.41
12497,1043.1
14584,1042.26
13719,1041.68
18221,1041.61
15434,1041.48
14446,1039.58
16320,1038.46
16175,1037.59
12691,1035.8
16260,1035.45
13639,1033.34
17724,1033.0
12599,1032.58
12724,1031.41
17405,1031.41
13235,1031.07
12717,1030.98
13253,1030.4
17033,1030.14
15333,1028.56
16682,1028.0
15104,1027.44
13956,1026.42
16160,1025.44
14904,1025.44
15658,1024.1
17096,1022.13
14346,1021.58
13165,1021.48
12572,1020.42
13376,1019.76
18142,1019.52
12828,1018.71
14083,1018.43
12514,1017.68
13728,1016.14
13867,1015.29
12642,1013.26
12739,1013.04
17197,1013.01
14195,1012.0
14775,1011.9
16229,1010.6
13032,1010.18
16572,1009.6
16174,1009.55
17951,1008.54
17646,1008.39
14631,1006.98
13429,1006.8
17126,1004.75
14214,1004.38
13410,1003.06
12446,1002.31
12545,1000.39
15508,1000.27
18143,1000.16
12722,997.63
14540,996.26
15110,996.1
17594,993.18
16009,992.71
13363,992.5
14223,991.13
16232,990.88
17324,990.23
15062,987.86
18237,987.1
16376,987.01
13117,984.91
17144,984.57
12510,982.57
15133,982.42
14138,982.38
15071,982.07
16188,981.86
16907,981.65
16085,981.51
12541,981.18
18170,980.31
13509,979.72
15506,979.26
13350,979.12
15132,977.93
14920,977.77
15860,977.21
13026,975.36
14522,974.54
15449,974.52
12994,974.42
15747,974.04
18194,973.84
16419,972.23
13155,971.76
17100,971.74
17618,971.58
14256,969.06
15907,967.45
15793,965.61
12550,964.83
13138,962.39
14006,962.19
15156,961.49
14629,959.01
18192,957.97
13823,957.66
12697,957.59
15948,955.24
17244,954.9
17097,954.42
15835,954.09
16934,950.93
15421,950.36
16511,950.26
13636,949.12
12822,948.88
17044,948.48
13748,948.25
15787,948.05
12458,947.4
15707,945.58
17289,944.41
13261,944.1
12820,942.34
14075,942.26
15576,940.67
15289,939.78
17527,939.37
17227,939.32
16584,936.08
14140,935.05
16027,934.62
14081,934.52
12924,933.7
16657,933.62
13655,932.97
14532,932.85
18133,931.5
17552,930.41
14475,925.85
14231,925.71
17048,925.35
15312,924.85
13805,924.6
15654,922.53
13122,922.39
16551,922.12
