CustomerID,gasto_total,num_transacciones,ticket_promedio_cliente,rank,row_number
14194,11349.52,579,19.6,85,85
12971,11189.91,305,36.69,86,86
14895,11138.71,498,22.37,87,87
12409,11072.67,109,101.58,88,88
15482,11054.96,98,112.81,89,89
17581,11045.04,440,25.1,90,90
13319,10845.55,476,22.78,91,91
17107,10815.43,418,25.87,92,92
13340,10736.48,134,80.12,93,93
14769,10674.75,1090,9.79,94,94
17139,10668.47,478,22.32,95,95
16779,10629.72,333,31.92,96,96
17865,10526.32,370,28.45,97,97
17706,10504.49,382,27.5,98,98
15251,10484.99,111,94.46,99,99
14062,10464.85,111,94.28,100,100
15615,10399.74,423,24.59,101,101
15502,10384.93,213,48.76,102,102
16180,10254.18,162,63.3,103,103
16843,10196.57,378,26.98,104,104
12590,9864.26,68,145.06,105,105
13001,9818.82,339,28.96,106,106
13199,9817.12,119,82.5,107,107
15078,9743.11,440,22.14,108,108
12709,9736.52,208,46.81,109,109
13458,9646.57,382,25.25,110,110
14733,9585.91,202,47.46,111,111
16523,9418.47,290,32.48,112,112
12567,9401.28,446,21.08,113,113
14367,9261.52,524,17.67,114,114
14667,9241.2,573,16.13,115,115
18092,9068.26,89,101.89,116,116
13969,9053.94,626,14.46,117,117
12451,9035.52,354,25.52,118,118
13488,8968.31,422,21.25,119,119
13090,8910.82,155,57.49,120,120
16033,8816.4,1137,7.75,121,121
17017,8694.26,252,34.5,122,122
17243,8676.85,400,21.69,123,123
17306,8631.31,66,130.78,124,124
16656,8625.8,73,118.16,125,125
14527,8508.82,972,8.75,126,126
12683,8476.57,344,24.64,127,127
18139,8438.34,159,53.07,128,128
15358,8347.2,551,15.15,129,129
16558,8338.49,460,18.13,130,130
14056,8214.65,1106,7.43,131,131
14936,8137.02,364,22.35,132,132
16672,8134.94,114,71.36,133,133
13854,8109.52,110,73.72,134,134
14952,8099.49,138,58.69,135,135
18109,8052.97,444,18.14,136,136
14796,8022.49,1141,7.03,137,137
12428,7956.46,294,27.06,138,138
15290,7943.22,204,38.94,139,139
14849,7930.54,388,20.44,140,140
12757,7857.1,371,21.18,141,141
17811,7837.73,851,9.21,142,142
13093,7832.47,159,49.26,143,143
12435,7829.89,36,217.5,144,144
13629,7792.36,59,132.07,145,145
15044,7700.23,453,17.0,146,146
15194,7616.53,310,24.57,147,147
18172,7561.68,189,40.01,148,148
13263,7454.07,1677,4.44,149,149
12474,7375.79,424,17.4,150,150
12980,7374.9,20,368.75,151,151
15465,7354.62,97,75.82,152,152
17396,7330.8,27,271.51,153,153
12583,7281.38,247,29.48,154,154
13018,7277.7,458,15.89,155,155
18229,7276.9,164,44.37,156,156
16923,7247.61,672,10.79,157,157
16729,7239.92,660,10.97,158,158
16745,7194.3,357,20.15,159,159
16873,7123.62,279,25.53,160,160
13324,7121.95,75,94.96,161,161
13985,7060.13,349,20.23,162,162
14961,7044.68,312,22.58,163,163
12766,6989.63,310,22.55,164,164
12798,6977.04,8,872.13,165,165
12989,6924.11,64,108.19,166,166
16713,6923.13,624,11.09,167,167
13027,6912.0,26,265.85,168,168
16187,6911.44,295,23.43,169,169
17416,6893.42,269,25.63,170,170
12705,6868.29,334,20.56,171,171
12476,6816.42,233,29.26,172,172
12830,6814.64,38,179.33,173,173
15023,6802.76,562,12.1,174,174
18055,6784.19,360,18.84,175,175
15601,6776.56,410,16.53,176,176
16652,6773.97,118,57.41,177,177
16532,6748.8,4,1687.2,178,178
13576,6717.34,126,53.31,179,179
16746,6697.66,449,14.92,180,180
15249,6688.46,350,19.11,181,181
16353,6675.71,94,71.02,182,182
17338,6643.93,753,8.82,183,183
12626,6620.48,294,22.52,184,184
16182,6617.65,28,236.34,185,185
15144,6580.44,217,30.32,186,186
12472,6572.11,339,19.39,187,187
16814,6509.1,324,20.09,188,188
12431,6487.45,235,27.61,189,189
18223,6484.54,272,23.84,190,190
15694,6479.4,78,83.07,191,191
13225,6463.84,32,202.0,192,192
13102,6424.09,304,21.13,193,193
13871,6403.25,336,19.06,194,194
12359,6372.58,248,25.7,195,195
13668,6363.59,470,13.54,196,196
13709,6328.05,336,18.83,197,197
15005,6316.57,1119,5.64,198,198
17315,6292.26,473,13.3,199,199
16126,6287.77,117,53.74,200,200
14057,6217.96,284,21.89,201,201
12357,6207.67,131,47.39,202,202
14060,6140.42,202,30.4,203,203
13418,6127.43,304,20.16,204,204
17509,6115.14,366,16.71,205,205
15939,6115.01,76,80.46,206,206
14735,6065.69,194,31.27,207,207
12637,6021.9,390,15.44,208,208
13097,6010.42,423,14.21,209,209
13316,5977.73,87,68.71,210,210
14101,5976.79,35,170.77,211,211
15382,5955.71,302,19.72,212,212
14505,5905.64,799,7.39,213,213
14415,5900.28,590,10.0,214,214
14944,5900.25,170,34.71,215,215
13209,5891.61,321,18.35,216,216
13534,5870.08,296,19.83,217,217
13050,5836.86,403,14.48,218,218
12720,5781.73,354,16.33,219,219
15218,5756.89,166,34.68,220,220
17686,5739.46,286,20.07,221,221
13178,5725.47,265,21.61,222,222
16553,5719.82,84,68.09,223,223
13468,5704.97,302,18.89,224,224
14110,5683.15,155,36.67,225,225
14049,5681.72,488,11.64,226,226
17049,5659.98,318,17.8,227,227
17716,5655.99,245,23.09,228,228
13004,5655.91,404,14.0,229,229
18118,5653.82,1279,4.42,230,230
14688,5630.87,327,17.22,231,231
17757,5605.29,741,7.56,232,232
12481,5596.32,217,25.79,233,233
12839,5591.42,314,17.81,234,234
16767,5580.6,222,25.14,235,235
16161,5575.56,474,11.76,236,236
12539,5568.35,273,20.4,237,237
15805,5528.48,301,18.37,238,238
18225,5509.12,271,20.33,239,239
16609,5493.46,276,19.9,240,240
16985,5464.12,120,45.53,241,241
16265,5447.0,258,21.11,242,242
18198,5425.56,159,34.12,243,243
12490,5417.93,245,22.11,244,244
17809,5411.91,61,88.72,245,245
16701,5398.3,144,37.49,246,246
17719,5396.04,274,19.69,247,247
17850,5391.21,297,18.15,248,248
16303,5360.63,162,33.09,249,249
13269,5346.23,316,16.92,250,250
15150,5314.47,343,15.49,251,251
17730,5298.48,218,24.3,252,252
17061,5232.23,99,52.85,253,253
18226,5228.05,242,21.6,254,254
12362,5226.23,266,19.65,255,255
15046,5213.77,206,25.31,256,256
16258,5203.51,135,38.54,257,257
13756,5189.52,142,36.55,258,258
16191,5180.52,134,38.66,259,259
15727,5178.96,302,17.15,260,260
17858,5155.66,199,25.91,261,261
13599,5153.67,247,20.87,262,262
15903,5126.76,74,69.28,263,263
13941,5112.96,45,113.62,264,264
17602,5102.97,560,9.11,265,265
16700,5076.55,308,16.48,266,266
14562,5074.77,423,12.0,267,267
15301,5070.35,243,20.87,268,268
13139,5064.94,170,29.79,269,269
12432,5059.32,108,46.85,270,270
15719,5045.61,937,5.38,271,271
17426,5037.26,271,18.59,272,272
14329,5014.84,259,19.36,273,273
14755,5010.28,235,21.32,274,274
12444,5005.46,176,28.44,275,275
15032,4959.1,52,95.37,276,276
15547,4954.84,702,7.06,277,277
12437,4951.41,199,24.88,278,278
12700,4939.99,268,18.43,279,279
15786,4932.2,267,18.47,280,280
14709,4921.04,196,25.11,281,281
17133,4892.24,27,181.19,282,282
12664,4881.88,37,131.94,283,283
12688,4873.81,171,28.5,284,284
14292,4871.93,100,48.72,285,285
17652,4867.72,259,18.79,286,286
15738,4812.42,173,27.82,287,287
13013,4810.94,219,21.97,288,288
15555,4805.17,899,5.35,289,289
17365,4801.56,468,10.26,290,290
15298,4799.9,192,25.0,291,291
15187,4777.18,91,52.5,292,292
17690,4757.95,256,18.59,293,293
12955,4757.16,180,26.43,294,294
14180,4748.52,240,19.79,295,295
15152,4745.69,271,17.51,296,296
16722,4730.81,225,21.03,297,297
12714,4708.86,259,18.18,298,298
14159,4693.01,1204,3.9,299,299
14135,4690.31,134,35.0,300,300
14191,4684.76,259,18.09,301,301
15291,4668.3,103,45.32,302,302
14189,4654.08,265,17.56,303,303
14390,4652.82,286,16.27,304,304
14286,4628.75,280,16.53,305,305
16931,4604.22,898,5.13,306,306
13802,4599.42,60,76.66,307,307
15093,4597.02,108,42.57,308,308
14004,4582.64,171,26.8,309,309
17613,4559.15,312,14.61,310,310
17068,4552.14,296,15.38,311,311
12484,4541.72,346,13.13,312,312
13267,4521.49,211,21.43,313,313
15299,4507.01,7,643.86,314,314
17975,4488.81,296,15.16,315,315
12524,4485.72,144,31.15,316,316
14426,4481.67,224,20.01,317,317
16984,4481.35,407,11.01,318,318
17364,4481.18,411,10.9,319,319
12627,4478.53,230,19.47,320,320
14085,4448.54,450,9.89,321,321
14534,4447.05,519,8.57,322,322
13069,4436.12,425,10.44,323,323
15955,4416.26,183,24.13,324,324
16626,4413.1,179,24.65,325,325
15874,4405.88,120,36.72,326,326
12712,4396.13,133,33.05,327,327
13505,4393.63,215,20.44,328,328
12752,4366.78,53,82.39,329,329
16945,4345.5,249,17.45,330,330
14016,4341.21,161,26.96,331,331
14800,4339.74,385,11.27,332,332
14525,4332.2,291,14.89,333,333
17567,4331.48,165,26.25,334,334
18251,4314.72,16,269.67,335,335
12347,4310.0,182,23.68,336,336
15034,4308.61,394,10.94,337,337
17937,4301.22,43,100.03,338,338
14422,4263.64,222,19.21,339,339
12500,4257.82,61,69.8,340,340
17419,4226.57,206,20.52,341,341
14277,4216.2,225,18.74,342,342
15804,4206.39,262,16.05,343,343
17920,4204.1,696,6.04,344,344
15971,4199.85,35,120.0,345,345
12747,4196.01,103,40.74,346,346
14146,4191.0,210,19.96,347,347
18041,4183.39,472,8.86,348,348
12949,4167.22,215,19.38,349,349
15570,4165.52,323,12.9,350,350
16549,4154.64,981,4.24,351,351
13384,4151.93,152,27.32,352,352
13555,4149.28,136,30.51,353,353
13988,4147.96,234,17.73,354,354
15514,4139.46,178,23.26,355,355
12569,4124.69,188,21.94,356,356
16592,4113.68,216,19.04,357,357
17940,4106.44,19,216.13,358,358
17377,4100.92,418,9.81,359,359
16401,4098.32,186,22.03,360,360
16670,4095.9,252,16.25,361,361
12749,4090.88,199,20.56,362,362
14092,4076.91,214,19.05,363,363
12449,4067.29,191,21.29,364,364
18087,4055.72,2,2027.86,365,365
14401,4051.48,182,22.26,366,366
12656,4051.17,126,32.15,367,367
12867,4036.82,538,7.5,368,368
13815,4027.36,176,22.88,369,369
12841,4022.35,420,9.58,370,370
12957,4017.54,238,16.88,371,371
12378,4008.62,219,18.3,372,372
14547,4007.54,366,10.95,373,373
16186,4006.94,218,18.38,374,374
17769,3997.98,310,12.9,375,375
15529,3995.23,672,5.95,376,376
17001,3989.57,169,23.61,377,377
15416,3984.32,192,20.75,378,378
17611,3984.22,576,6.92,379,379
12779,3981.36,149,26.72,380,380
12727,3980.7,139,28.64,381,381
14299,3965.62,143,27.73,382,382
13523,3964.88,172,23.05,383,383
13183,3957.78,94,42.1,384,384
17651,3945.0,232,17.0,385,385
12473,3938.55,168,23.44,386,386
17593,3927.34,213,18.44,387,387
14739,3902.28,60,65.04,388,388
13999,3901.81,208,18.76,389,389
14291,3883.25,237,16.39,390,390
18073,3877.52,73,53.12,391,391
13124,3866.33,235,16.45,392,392
15195,3861.0,1,3861.0,393,393
16717,3858.38,199,19.39,394,394
12662,3849.78,230,16.74,395,395
16327,3844.22,319,12.05,396,396
13266,3834.26,187,20.5,397,397
17091,3827.76,195,19.63,398,398
15867,3812.64,461,8.27,399,399
12755,3811.95,4,952.99,400,400
12597,3811.22,206,18.5,401,401
13435,3809.89,101,37.72,402,402
12668,3807.15,161,23.65,403,403
16145,3799.49,224,16.96,404,404
16655,3794.52,261,14.54,405,405
16168,3787.6,98,38.65,406,406
16019,3786.24,160,23.66,407,407
12562,3781.74,168,22.51,408,408
17173,3766.6,86,43.8,409,409
16904,3754.27,710,5.29,410,410
12429,3750.4,97,38.66,411,411
17238,3744.65,566,6.62,412,412
14145,3742.2,11,340.2,413,413
13552,3740.07,109,34.31,414,414
16570,3738.4,126,29.67,415,415
15808,3734.97,208,17.96,416,416
14282,3729.34,156,23.91,417,417
12502,3723.87,147,25.33,418,418
12647,3722.82,121,30.77,419,419
13680,3722.42,195,19.09,420,420
16240,3718.8,135,27.55,421,421
14364,3717.35,69,53.87,422,422
15845,3711.77,138,26.9,423,423
15622,3709.56,185,20.05,424,424
13148,3707.12,319,11.62,425,425
17819,3704.87,48,77.18,426,426
15379,3703.29,194,19.09,427,427
12553,3692.28,191,19.33,428,428
16253,3683.86,123,29.95,429,429
15581,3679.97,149,24.7,430,430
15296,3672.86,194,18.93,431,431
18079,3651.97,127,28.76,432,432
13137,3650.41,704,5.19,433,433
12417,3649.1,192,19.01,434,434
16712,3645.43,447,8.16,435,435
13426,3641.32,157,23.19,436,436
12619,3641.24,90,40.46,437,437
16440,3640.67,282,12.91,438,438
13381,3639.31,172,21.16,439,439
17230,3638.41,69,52.73,440,440
14543,3630.33,72,50.42,441,441
17528,3628.5,253,14.34,442,442
13327,3627.77,108,33.59,443,443
13520,3624.35,93,38.97,444,444
17576,3622.68,411,8.81,445,445
14040,3614.92,235,15.38,446,446
13082,3613.63,73,49.5,447,447
15505,3610.96,97,37.23,448,448
15113,3609.33,100,36.09,449,449
16242,3603.21,294,12.26,450,450
15484,3594.31,188,19.12,451,451
14132,3586.03,200,17.93,452,452
17203,3563.85,152,23.45,453,453
17491,3558.87,109,32.65,454,454
15544,3546.71,259,13.69,455,455
12370,3545.69,167,21.23,456,456
14503,3543.26,164,21.61,457,457
13448,3539.37,195,18.15,458,458
13334,3536.82,268,13.2,459,459
12454,3528.34,15,235.22,460,460
17160,3518.03,229,15.36,461,461
13953,3515.68,20,175.78,462,462
16360,3512.53,662,5.31,463,463
14395,3507.71,350,10.02,464,464
16131,3506.54,78,44.96,465,465
14907,3501.1,165,21.22,466,466
16458,3482.74,202,17.24,467,467
13993,3466.36,121,28.65,468,468
13014,3466.28,109,31.8,469,469
17758,3456.7,412,8.39,470,470
15410,3450.84,122,28.29,471,471
13536,3448.29,179,19.26,472,472
15129,3447.4,84,41.04,473,473
15974,3442.15,176,19.56,474,474
17725,3439.08,192,17.91,475,475
15676,3435.76,202,17.01,476,476
14221,3432.8,193,17.79,477,477
12406,3415.3,105,32.53,478,478
15981,3408.48,97,35.14,479,479
13437,3408.06,167,20.41,480,480
17669,3406.72,68,50.1,481,481
13198,3401.24,226,15.05,482,482
15228,3386.71,125,27.09,483,483
13842,3385.62,206,16.44,484,484
15708,3364.24,288,11.68,485,485
16011,3362.71,212,15.86,486,486
14227,3350.96,175,19.15,487,487
16818,3349.57,188,17.82,488,488
16607,3347.71,172,19.46,489,489
17183,3347.31,73,45.85,490,490
13015,3346.28,176,19.01,491,491
12643,3344.64,24,139.36,492,492
12613,3344.38,153,21.86,493,493
12594,3338.22,118,28.29,494,494
16556,3313.79,207,16.01,495,495
13373,3312.25,158,20.96,496,496
14841,3295.76,138,23.88,497,497
14702,3292.14,347,9.49,498,498
15632,3285.31,167,19.67,499,499
12480,3281.63,154,21.31,500,500
15764,3279.97,180,18.22,501,501
17723,3276.4,10,327.64,502,502
13952,3251.07,137,23.73,503,503
13047,3237.54,172,18.82,504,504
15443,3236.91,382,8.47,505,505
17050,3228.84,316,10.22,506,506
14175,3222.3,149,21.63,507,507
13880,3219.77,165,19.51,508,508
13268,3214.69,440,7.31,509,509
14388,3212.84,186,17.27,510,510
16107,3204.16,31,103.36,511,511
17220,3198.25,472,6.78,512,512
13868,3192.54,33,96.74,513,513
17685,3191.53,130,24.55,514,514
13758,3190.55,117,27.27,515,515
14844,3189.81,130,24.54,516,516
12456,3181.04,125,25.45,517,517
17672,3178.17,110,28.89,518,518
17231,3174.32,541,5.87,519,519
16837,3170.98,165,19.22,520,520
16041,3166.4,6,527.73,521,521
15861,3165.36,546,5.8,522,522
17863,3160.0,148,21.35,523,523
15065,3158.13,155,20.38,524,524
14235,3144.86,79,39.81,525,525
13742,3131.02,321,9.75,526,526
16156,3122.04,130,24.02,527,527
13685,3119.44,39,79.99,528,528
16326,3110.96,319,9.75,529,529
16678,3109.99,163,19.08,530,530
13869,3104.95,307,10.11,531,531
14099,3104.17,250,12.42,532,532
16905,3102.43,208,14.92,533,533
15491,3100.09,154,20.13,534,534
14257,3099.72,106,29.24,535,535
14565,3099.12,127,24.4,536,536
13135,3096.0,1,3096.0,537,537
17059,3095.04,516,6.0,538,538
13362,3090.74,166,18.62,539,539
15998,3089.97,506,6.11,540,540
16218,3084.68,84,36.72,541,541
18272,3078.58,166,18.55,542,542
12910,3075.04,75,41.0,543,543
13631,3070.42,11,279.13,544,544
16686,3062.83,585,5.24,545,545
14456,3062.4,970,3.16,546,546
17799,3055.93,408,7.49,547,547
16940,3049.88,305,10.0,548,548
16393,3046.21,330,9.23,549,549
16709,3029.87,79,38.35,550,550
12598,3023.08,132,22.9,551,551
12395,3018.63,156,19.35,552,552
18094,3017.3,70,43.1,553,553
12754,3010.74,63,47.79,554,554
12916,3006.15,107,28.09,555,555
15521,3000.2,185,16.22,556,556
17659,2999.46,158,18.98,557,557
17504,2997.03,127,23.6,558,558
12670,2996.05,92,32.57,559,559
14307,2995.72,180,16.64,560,560
15687,2993.1,166,18.03,561,561
14639,2984.49,172,17.35,562,562
13451,2976.15,443,6.72,563,563
14032,2975.59,143,20.81,564,564
15854,2974.65,140,21.25,565,565
16497,2965.69,136,21.81,566,566
17924,2962.5,31,95.56,567,567
14868,2953.59,144,20.51,568,568
17084,2949.75,162,18.21,569,569
17444,2940.04,135,21.78,570,570
16316,2938.91,151,19.46,571,571
14530,2925.91,216,13.55,572,572
17512,2924.99,105,27.86,573,573
15606,2920.16,77,37.92,574,574
12906,2919.81,63,46.35,575,575
14112,2915.15,160,18.22,576,576
12438,2906.85,98,29.66,577,577
17644,2895.64,157,18.44,578,578
18144,2888.75,43,67.18,579,579
12408,2888.55,105,27.51,580,580
13735,2885.24,196,14.72,581,581
16633,2883.1,152,18.97,582,582
15673,2881.02,155,18.59,583,583
14251,2879.7,78,36.92,584,584
17728,2876.01,165,17.43,585,585
14005,2874.72,84,34.22,586,586
15628,2870.24,155,18.52,587,587
14711,2868.8,357,8.04,588,588
13901,2867.2,149,19.24,589,589
14535,2864.19,330,8.68,590,590
12685,2863.08,157,18.24,591,591
18145,2861.55,221,12.95,592,592
16928,2847.6,209,13.62,593,593
15984,2837.67,270,10.51,594,594
14852,2836.69,143,19.84,595,595
14572,2832.84,270,10.49,596,596
17596,2827.93,270,10.47,597,597
14842,2824.69,145,19.48,598,598
13174,2817.03,314,8.97,599,599
16871,2812.34,137,20.53,600,600
12356,2811.43,59,47.65,601,601
14903,2810.63,355,7.92,602,602
18230,2810.2,86,32.68,603,603
13230,2806.97,611,4.59,604,604
16081,2806.9,227,12.37,605,605
16764,2799.25,706,3.96,606,606
15993,2797.57,552,5.07,607,607
13769,2796.51,135,20.71,608,608
12578,2794.51,114,24.51,609,609
12758,2791.59,97,28.78,610,610
17739,2791.35,47,59.39,611,611
14626,2791.27,122,22.88,612,612
17213,2781.23,157,17.71,613,613
12388,2780.66,100,27.81,614,614
14121,2780.15,159,17.49,615,615
17838,2779.3,121,22.97,616,616
13870,2770.94,115,24.1,617,617
15356,2766.5,519,5.33,618,618
15114,2760.56,197,14.01,619,619
14854,2759.83,127,21.73,620,620
13971,2758.26,149,18.51,621,621
15321,2748.31,95,28.93,622,622
12669,2744.03,101,27.17,623,623
14808,2741.17,235,11.66,624,624
14125,2740.43,167,16.41,625,625
15696,2736.46,171,16.0,626,626
16938,2736.38,241,11.35,627,627
16003,2735.37,103,26.56,628,628
12840,2726.77,113,24.13,629,629
12380,2724.81,104,26.2,630,630
12708,2712.91,157,17.28,631,631
15796,2711.56,133,20.39,632,632
17069,2709.7,143,18.95,633,633
13285,2709.12,187,14.49,634,634
13654,2707.33,166,16.31,635,635
14107,2703.23,123,21.98,636,636
14732,2702.49,147,18.38,637,637
18097,2697.8,108,24.98,638,638
17386,2686.42,28,95.94,639,639
12625,2683.82,86,31.21,640,640
17346,2676.56,500,5.35,641,641
13883,2674.48,142,18.83,642,642
14713,2666.36,339,7.87,643,643
12360,2662.06,129,20.64,644,644
14439,2661.24,32,83.16,645,645
15671,2657.13,78,34.07,646,646
12721,2656.13,161,16.5,647,647
13851,2651.46,81,32.73,648,648
16618,2647.59,96,27.58,649,649
18260,2643.2,134,19.73,650,650
13658,2639.17,108,24.44,651,651
17655,2638.94,91,29.0,652,652
15752,2637.38,411,6.42,653,653
13804,2635.79,137,19.24,654,654
13771,2634.45,119,22.14,655,655
12520,2634.26,152,17.33,656,656
17402,2633.85,59,44.64,657,657
18077,2633.01,227,11.6,658,658
13422,2626.3,127,20.68,659,659
13644,2624.26,146,17.97,660,660
17965,2622.57,329,7.97,661,661
18210,2621.38,134,19.56,662,662
16255,2619.91,270,9.7,663,663
14262,2618.23,143,18.31,664,664
13021,2616.38,131,19.97,665,665
15782,2614.74,43,60.81,666,666
14397,2612.96,87,30.03,667,667
12836,2612.86,175,14.93,668,668
18075,2611.75,142,18.39,669,669
12726,2609.1,124,21.04,670,670
16241,2607.87,662,3.94,671,671
13136,2607.61,127,20.53,672,672
14408,2606.53,107,24.36,673,673
13983,2603.43,107,24.33,674,674
17317,2600.34,9,288.93,675,675
12600,2599.04,64,40.61,676,676
16919,2596.45,327,7.94,677,677
13895,2593.07,118,21.98,678,678
14243,2588.77,141,18.36,679,679
15033,2586.67,510,5.07,680,680
13911,2580.91,148,17.44,681,681
14546,2578.09,399,6.46,682,682
16912,2575.38,101,25.5,683,683
15485,2575.0,86,29.94,684,684
18245,2567.06,175,14.67,685,685
16308,2560.0,4,640.0,686,686
15572,2552.86,215,11.87,687,687
14334,2552.21,162,15.75,688,688
14701,2549.37,335,7.61,689,689
14676,2548.24,42,60.67,690,690
13344,2543.72,119,21.38,691,691
14776,2538.3,117,21.69,692,692
17700,2534.64,142,17.85,693,693
13471,2531.58,260,9.74,694,694
14659,2529.93,253,10.0,695,695
17314,2527.92,131,19.3,696,696
13975,2526.28,338,7.47,697,697
17449,2520.86,277,9.1,698,698
13394,2520.02,155,16.26,699,699
15245,2515.84,89,28.27,700,700
15271,2507.07,274,9.15,701,701
12352,2506.04,85,29.48,702,702
13695,2504.13,90,27.82,703,703
12517,2502.84,284,8.81,704,704
15932,2495.87,115,21.7,705,705
16477,2494.46,146,17.09,706,706
12483,2484.98,75,33.13,707,707
12913,2483.63,50,49.67,708,708
16710,2483.04,402,6.18,709,709
14315,2481.13,101,24.57,710,710
13507,2479.16,162,15.3,711,711
13588,2478.95,174,14.25,712,712
17682,2474.33,118,20.97,713,713
17188,2474.23,84,29.46,714,714
14766,2473.37,135,18.32,715,715
14502,2470.67,624,3.96,716,716
17164,2467.35,144,17.13,717,717
12455,2466.86,90,27.41,718,718
15750,2465.48,293,8.41,719,719
17131,2463.17,134,18.38,720,720
13784,2462.79,31,79.44,721,721
15674,2446.6,114,21.46,722,722
14163,2445.91,52,47.04,723,723
15527,2429.78,163,14.91,724,724
17071,2429.03,140,17.35,725,725
13949,2427.32,160,15.17,726,726
16143,2424.94,117,20.73,727,727
17722,2424.04,115,21.08,728,728
15089,2420.84,145,16.7,729,729
15373,2415.91,132,18.3,730,730
12397,2409.9,126,19.13,731,731
17589,2404.17,253,9.5,732,732
15980,2398.86,43,55.79,733,733
18065,2392.83,137,17.47,734,734
13141,2388.75,135,17.69,735,735
15370,2386.05,94,25.38,736,736
17530,2385.0,394,6.05,737,737
14493,2383.24,120,19.86,738,738
14554,2381.04,216,11.02,739,739
14239,2380.85,112,21.26,740,740
15270,2379.49,41,58.04,741,741
13722,2375.41,85,27.95,742,742
17434,2373.82,134,17.72,743,743
14930,2372.86,128,18.54,744,744
13908,2369.55,122,19.42,745,745
15755,2364.25,141,16.77,746,746
12457,2363.23,62,38.12,747,747
17634,2361.97,297,7.95,748,748
14030,2360.09,243,9.71,749,749
14440,2357.68,55,42.87,750,750
15140,2354.25,80,29.43,751,751
14309,2352.53,117,20.11,752,752
12704,2340.84,88,26.6,753,753
18259,2338.6,42,55.68,754,754
12584,2338.15,96,24.36,755,755
18257,2337.63,118,19.81,756,756
17954,2332.72,485,4.81,757,757
15281,2332.15,139,16.78,758,758
12782,2330.92,103,22.63,759,759
15785,2328.97,83,28.06,760,760
17313,2328.84,24,97.03,761,761
17744,2322.4,136,17.08,762,762
17211,2317.22,211,10.98,763,763
14290,2314.65,101,22.92,764,764
15365,2314.32,114,20.3,765,765
13994,2313.14,155,14.92,766,766
13704,2308.06,134,17.22,767,767
15288,2306.52,88,26.21,768,768
16735,2300.56,125,18.4,769,769
16550,2298.97,251,9.16,770,770
15105,2298.93,101,22.76,771,771
